breast_variant_human_mammary_epithelial_cells_vhmec	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd56_primary_cells	100	0.355057	0.133309	0.367766	0.373778	0.389782	0.379714	0.373558	0.378645	0.393533	0.383266	0.387455	0.381295	0.383668	0.375359	0.379163	0.388161	0.384152	0.422886	0.417257	0.432913	0.116669	0.159382	0.168164	0.111069	0.167248	0.169357	0.10878	0.09903	0.089353

cd8_primary_cells	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
cd8_primary_cells	10	0.234343	0.047309	0.340456	0.34688	0.34054	0.348351	0.341148	0.335773	0.337499	0.355251	0.335176	0.342336	0.343064	0.33489	0.363087	0.332907	0.341197	0.316687	0.24763	0.183448	-0.025734	0.05995	0.03348	-0.010128	0.002726	0.018067	0.004607	-0.048711	-0.044051
cd8_primary_cells	20	0.287323	0.038087	0.362331	0.364076	0.351912	0.359984	0.357493	0.360937	0.369018	0.365176	0.345511	0.368581	0.368338	0.361832	0.367247	0.34466	0.362524	0.330904	0.317259	0.33643	0.014726	0.068081	0.080897	0.052826	0.074064	0.049912	0.028116	0.011476	5.1e-05
cd8_primary_cells	30	0.315142	0.045046	0.355083	0.354561	0.348344	0.358092	0.361485	0.360535	0.362251	0.357408	0.363791	0.364638	0.364162	0.341313	0.346365	0.345409	0.354173	0.346555	0.360833	0.327288	0.054288	0.076045	0.076211	0.04955	0.072671	0.072483	0.04148	0.02169	0.023203
cd8_primary_cells	40	0.32	0.060806	0.351396	0.345079	0.346737	0.351582	0.342992	0.358251	0.347961	0.348043	0.344728	0.343953	0.338609	0.339739	0.337654	0.347818	0.35349	0.364806	0.35023	0.352699	0.049054	0.077402	0.073413	0.05292	0.075157	0.078851	0.052663	0.051358	0.032749
cd8_primary_cells	50	0.311877	0.06655	0.328256	0.32504	0.337989	0.329937	0.338007	0.329771	0.328941	0.325629	0.336644	0.340799	0.333456	0.332213	0.355442	0.330922	0.337356	0.368463	0.363211	0.358869	0.040184	0.082452	0.065539	0.06882	0.075333	0.077455	0.049609	0.034658	0.041688
cd8_primary_cells	60	0.307426	0.066651	0.321816	0.319714	0.324775	0.326502	0.339026	0.320908	0.330596	0.340671	0.344845	0.322782	0.337095	0.326962	0.325167	0.328274	0.337001	0.369303	0.340806	0.357924	0.03395	0.084396	0.07585	0.066414	0.064068	0.087716	0.040636	0.053292	0.035479
cd8_primary_cells	70	0.299631	0.072735	0.322651	0.317015	0.32095	0.313469	0.31474	0.311374	0.316855	0.331099	0.315559	0.31199	0.313496	0.326855	0.332577	0.333394	0.3222	0.364125	0.358685	0.363097	0.038588	0.087304	0.071674	0.068624	0.0737	0.086052	0.043866	0.04275	0.031722
cd8_primary_cells	80	0.300147	0.024647	0.317174	0.314215	0.310153	0.317135	0.30551	0.316386	0.30232	0.315323	0.314183	0.314034	0.313038	0.315699	0.305227	0.321196	0.31746	0.367384	0.355834	0.361344	0.046964	0.090578	0.073369	0.069734	0.084368	0.078852	0.041	0.05711	0.024254
cd8_primary_cells	90	0.294069	0.034091	0.302518	0.308169	0.30611	0.304418	0.307061	0.311833	0.305876	0.295739	0.311908	0.297959	0.316214	0.306661	0.316162	0.325692	0.312354	0.349937	0.347495	0.338925	0.03952	0.086283	0.076915	0.067409	0.083373	0.075276	0.047758	0.046955	0.041417
cd8_primary_cells	100	0.293238	0.096014	0.290751	0.293815	0.304177	0.293529	0.296521	0.297652	0.297802	0.30961	0.294591	0.291947	0.304519	0.311117	0.296792	0.318377	0.327004	0.331038	0.356013	0.333019	0.035695	0.062507	0.057379	0.064224	0.08814	0.085348	0.045841	0.052633	0.027383

fetal_adrenal_gland	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_adrenal_gland	10	0.259956	0.036894	0.333203	0.325187	0.324432	0.32753	0.337321	0.325789	0.341087	0.333415	0.339248	0.33055	0.327106	0.341268	0.342275	0.317431	0.359183	0.318716	0.3124	0.317982	-0.01428	-0.014637	-0.022843	-0.028544	-0.00849	-0.00772	-0.031399	-0.045743	-0.09966
fetal_adrenal_gland	20	0.30974	0.032995	0.346674	0.34226	0.343899	0.334315	0.335076	0.337892	0.340479	0.345461	0.35016	0.345589	0.35172	0.34653	0.341315	0.343234	0.34566	0.33983	0.306445	0.318065	0.026336	0.023771	0.026046	0.006543	0.025474	0.032424	-0.001304	-0.017105	-0.003247
fetal_adrenal_gland	30	0.290206	0.038668	0.340975	0.33766	0.338607	0.339695	0.315648	0.321201	0.329427	0.325036	0.323323	0.326599	0.343894	0.330633	0.328784	0.315028	0.325596	0.356319	0.333569	0.328998	0.022611	0.029409	0.043352	0.006355	0.03002	0.038002	0.022093	0.000482	0.001113
fetal_adrenal_gland	40	0.293814	0.043045	0.332122	0.311708	0.320216	0.317835	0.31751	0.32245	0.332852	0.330159	0.316717	0.322131	0.321505	0.329119	0.335754	0.325616	0.330508	0.34176	0.344861	0.329781	0.041416	0.034466	0.03843	0.027123	0.029653	0.04668	0.012371	0.007789	0.025952
fetal_adrenal_gland	50	0.29937	0.042464	0.308733	0.303281	0.31351	0.313477	0.29788	0.311236	0.307875	0.294402	0.301776	0.298808	0.30749	0.315198	0.317406	0.311203	0.306808	0.350891	0.34503	0.339599	0.02247	0.03422	0.041094	0.037679	0.044816	0.052482	0.014845	0.011051	0.017881
fetal_adrenal_gland	60	0.282168	0.043602	0.293162	0.295589	0.286364	0.305099	0.305353	0.299544	0.298319	0.300206	0.285277	0.303172	0.306487	0.293301	0.306361	0.290234	0.283135	0.327304	0.349311	0.340159	0.024885	0.01637	0.044323	0.020866	0.039383	0.049811	0.01549	0.017791	0.003352
fetal_adrenal_gland	70	0.277666	0.04443	0.282366	0.281297	0.295344	0.291785	0.289894	0.295333	0.289127	0.291214	0.288382	0.296433	0.281985	0.293884	0.308964	0.292655	0.290188	0.320775	0.333809	0.328005	0.032623	0.03135	0.034941	0.025597	0.043231	0.049728	0.01845	0.020475	0.023116
fetal_adrenal_gland	80	0.257199	0.05313	0.286658	0.275154	0.278421	0.286427	0.255472	0.292942	0.281712	0.282342	0.273184	0.264966	0.282953	0.285103	0.277246	0.285776	0.262517	0.32084	0.322936	0.33959	0.035241	0.033973	0.036363	0.034042	0.038424	0.055266	0.019632	0.017288	0.021907
fetal_adrenal_gland	90	0.260537	-0.006878	0.272223	0.287587	0.263397	0.280072	0.255094	0.282258	0.282238	0.276743	0.271699	0.28299	0.277447	0.281204	0.285541	0.293497	0.24294	0.297725	0.31238	0.324316	0.033846	0.031771	0.040537	0.025288	0.040252	0.05325	0.016186	0.016744	0.016537
fetal_adrenal_gland	100	0.25221	0.002465	0.264116	0.265404	0.262093	0.256113	0.25184	0.256917	0.260013	0.256396	0.272396	0.267518	0.276173	0.282716	0.27434	0.259019	0.281773	0.299525	0.309629	0.323494	0.036176	0.033749	0.041304	0.036272	0.034565	0.050938	0.017405	0.017762	0.01676

fetal_brain	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_brain	10	0.255628	0.065834	0.306983	0.22764	0.287188	0.325471	0.324189	0.315331	0.321888	0.295338	0.305877	0.315634	0.306208	0.328731	0.340635	0.303856	0.341278	0.323987	0.333391	0.310898	-0.04923	-0.016907	-0.012412	-0.026877	-0.037008	-0.027316	-0.030962	-0.039756	-0.048706
fetal_brain	20	0.25036	0.03404	0.323449	0.311518	0.309748	0.327254	0.319018	0.319279	0.323417	0.301813	0.314166	0.314339	0.325575	0.328551	0.325997	0.308741	0.32775	0.335082	0.326597	0.330412	-0.006705	0.02298	0.035548	0.012343	0.026461	0.019066	0.000859	0.001318	-0.018894
fetal_brain	30	0.253365	0.028827	0.307793	0.305057	0.287085	0.309107	0.313131	0.315367	0.316547	0.30179	0.294864	0.312424	0.314603	0.308837	0.304786	0.319446	0.303407	0.330295	0.313157	0.322909	0.019921	0.024385	0.037767	0.023954	0.030549	0.027164	0.01137	0.007613	-0.003713
fetal_brain	40	0.278223	0.035403	0.304408	0.301684	0.296569	0.296228	0.290614	0.300104	0.3078	0.296122	0.289976	0.301917	0.298158	0.307194	0.316487	0.305019	0.305655	0.327778	0.332583	0.31859	0.02739	0.015497	0.039602	0.022454000000000002	0.033151	0.03674	0.023256	0.019194	0.006832
fetal_brain	50	0.277686	0.036786	0.293841	0.289146	0.286806	0.292711	0.288279	0.3058	0.291925	0.28473	0.294015	0.286015	0.291938	0.28682	0.295888	0.296007	0.296058	0.330497	0.326453	0.327213	0.030107	0.026205	0.044948	0.027073	0.032602	0.046318	0.013599	0.02298	0.017568
fetal_brain	60	0.260579	0.036433	0.291505	0.271344	0.270883	0.285186	0.271801	0.289067	0.286542	0.273683	0.292294	0.289172	0.28459	0.294687	0.291876	0.277608	0.264241	0.322709	0.318046	0.31707	0.021089	0.027578	0.045121	0.032689	0.036082	0.035405	0.017434	0.021903	0.005932
fetal_brain	70	0.265322	0.036314	0.273025	0.270415	0.268414	0.277841	0.259399	0.266224	0.27108	0.268485	0.283625	0.274205	0.280607	0.27653	0.266752	0.289491	0.265911	0.322624	0.316719	0.310133	0.026981	0.024189	0.039261	0.032045	0.034343	0.032459	0.014889	0.018115	0.016871
fetal_brain	80	0.253826	0.040659	0.269827	0.247424	0.259722	0.264089	0.191697	0.261971	0.264825	0.258726	0.272142	0.26844	0.27013	0.275139	0.286358	0.282777	0.256673	0.300599	0.304891	0.310504	0.025679	0.025061	0.046012	0.032976	0.042977	0.044521	0.016226	0.026796	0.015014
fetal_brain	90	0.243493	0.038706	0.259093	0.253904	0.260487	0.26226	0.26217	0.25808	0.257979	0.262678	0.263288	0.260429	0.26764	0.255597	0.274409	0.264794	0.266594	0.287563	0.306806	0.31451	0.027153	0.028111	0.046377	0.033036	0.033675	0.035742	0.022562	0.028605	0.015674
fetal_brain	100	0.257168	0.002752	0.254557	0.246808	0.251856	0.245955	0.24067	0.259712	0.256172	0.261217	0.253625	0.258272	0.262011	0.273912	0.25081	0.267912	0.266384	0.286554	0.28919	0.308216	0.025235	0.022842	0.039153	0.02664	0.03294	0.035136	0.023371	0.021351	0.010992

fetal_heart	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_heart	10	0.201011	0.032309	0.264039	0.278078	0.281721	0.272252	0.272472	0.272975	0.288169	0.269639	0.258557	0.273035	0.270397	0.273095	0.285681	0.277481	0.2608	0.281345	0.273379	0.281652	-0.081163	-0.136829	-0.067551	-0.093069	-0.069874	-0.066082	-0.065821	-0.137959	-0.091745
fetal_heart	20	0.215567	0.024162	0.275185	0.271019	0.2644	0.279618	0.254525	0.273418	0.280329	0.268193	0.273066	0.282199	0.273232	0.276781	0.279936	0.27057	0.272055	0.284629	0.273772	0.252356	-0.046959	-0.045742	-0.017327	-0.058006	-0.039689	-0.01215	-0.043682	-0.038503	-0.052159
fetal_heart	30	0.200759	0.026465	0.264097	0.258283	0.263861	0.260405	0.251945	0.25943	0.260665	0.265228	0.259095	0.263305	0.266689	0.25015	0.247081	0.258168	0.260896	0.275562	0.274862	0.274251	-0.031843	-0.030334	0.01211	-0.029673	-0.021947	0.000808	-0.030269	-0.012103	-0.028787
fetal_heart	40	0.21514	0.036927	0.256466	0.248343	0.248438	0.252988	0.245742	0.241793	0.236974	0.257983	0.248928	0.238878	0.252879	0.236876	0.258004	0.230845	0.253767	0.26986	0.270187	0.270722	-0.020596	-0.019856	0.00854	-0.036159	-0.010396	0.014061	-0.013631	-0.013213	-0.015908
fetal_heart	50	0.208833	0.032143	0.248629	0.238968	0.249963	0.24247	0.246556	0.237372	0.242824	0.230988	0.240284	0.236756	0.254591	0.236694	0.229793	0.249011	0.246926	0.266005	0.256595	0.254829	-0.01243	-0.009602	0.010925	-0.013514	-0.006723	0.013638	-0.002183	-0.007394	-0.016732
fetal_heart	60	0.21428	0.032965	0.222163	0.231851	0.226882	0.233497	0.227237	0.226676	0.231002	0.231763	0.230095	0.224861	0.230727	0.232364	0.232765	0.228514	0.230728	0.254959	0.251219	0.257491	-0.015712	-0.008897	0.013169	-0.012416	0.004459	0.016346	-0.005583	-0.005298	-0.021093
fetal_heart	70	0.199581	0.031592	0.207024	0.21277	0.217944	0.219274	0.137481	0.227489	0.222835	0.216408	0.224674	0.213689	0.229083	0.228652	0.2286	0.23028	0.215816	0.247174	0.253203	0.241483	-0.00818	-0.002588	0.017222	-0.007013	-0.006188	0.015252	-0.003293	-0.004881	-0.015565
fetal_heart	80	0.198367	0.033671	0.203634	0.213483	0.204855	0.208793	0.197229	0.213947	0.215319	0.20802	0.203141	0.208988	0.220504	0.193939	0.218348	0.225018	0.213774	0.239822	0.244586	0.241085	-0.00662	-3.5e-05	0.023803	0.001675	0.004013	0.022382	-0.002289	-0.006666	-0.013719
fetal_heart	90	0.20102	0.03649	0.194814	0.199979	0.207057	0.213334	0.17994	0.1933	0.192512	0.215036	0.20465	0.197661	0.21498	0.21722	0.214561	0.214453	0.223566	0.227812	0.255619	0.250896	-0.002028	0.000589	0.018264	0.00443	0.002666	0.025167	0.002225	-0.003681	0.000159
fetal_heart	100	0.184763	-0.01031	0.199022	0.194431	0.193143	0.19464	0.117093	0.19355	0.200294	0.193866	0.207178	0.192496	0.202974	0.187678	0.216014	0.192816	0.215726	0.229993	0.236906	0.246571	-0.004526	-0.002109	0.019313	0.005851	0.003508	0.020734	0.000704	0.001381	-0.00281

fetal_intestine_large	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_intestine_large	10	0.18375	0.031595	0.254565	0.233133	0.273835	0.274842	0.271244	0.256219	0.259925	0.264961	0.271227	0.251505	0.250538	0.255331	0.258976	0.256242	0.246402	0.26141	0.248748	0.246075	-0.128967	-0.070963	-0.069607	-0.092421	-0.149644	-0.091406	-0.129588	-0.109519	-0.172245
fetal_intestine_large	20	0.199199	0.021539	0.25109	0.236924	0.257861	0.256336	0.25973	0.25531	0.259861	0.26493	0.254794	0.252145	0.255294	0.258048	0.263716	0.259757	0.262231	0.262265	0.255512	0.266388	-0.065605	-0.033751	-0.051177	-0.039762	-0.051588	-0.027188	-0.053405	-0.054424	-0.087002
fetal_intestine_large	30	0.200703	0.023748	0.240742	0.241831	0.243859	0.245638	0.24456	0.250493	0.252858	0.244662	0.242523	0.24614	0.246306	0.238081	0.250516	0.258708	0.246845	0.269698	0.259462	0.254012	-0.055185	-0.021876	-0.019857	-0.013459	-0.036724	0.00268	-0.029671	-0.030301	-0.031442
fetal_intestine_large	40	0.207197	0.030901	0.22492	0.221366	0.234386	0.233636	0.237343	0.227612	0.24058	0.245062	0.237248	0.222552	0.236482	0.242814	0.245415	0.252903	0.234597	0.263374	0.247827	0.255946	-0.027306	-0.025371	-0.010021	-0.009215	-0.018719	0.005481	-0.018305	-0.02741	-0.035604
fetal_intestine_large	50	0.206032	0.030491	0.229548	0.223064	0.232151	0.231117	0.235325	0.222778	0.224497	0.214568	0.240297	0.21394	0.235984	0.216487	0.213187	0.21855	0.232282	0.250088	0.258922	0.253311	-0.019389	-0.018609	-0.006621	-0.003263	-0.018675	0.010147	-0.015404	-0.015963	-0.023884
fetal_intestine_large	60	0.189285	0.035885	0.198197	0.216408	0.210273	0.21412	0.213075	0.214017	0.210186	0.19991	0.215832	0.212788	0.224421	0.221671	0.223873	0.220687	0.237433	0.234719	0.24948	0.246466	-0.013155	-0.006211	-0.00181	-0.003278	-0.008306	0.01163	-0.004518	-0.01108	-0.021765
fetal_intestine_large	70	0.188936	0.035081	0.199732	0.20983	0.212356	0.206601	0.205736	0.211587	0.197891	0.216442	0.212442	0.204244	0.206153	0.207279	0.218051	0.213325	0.203005	0.238996	0.24527	0.249553	-0.011451	-0.004821	-0.000443	0.006594	-0.005842	0.015224	-0.003569	-0.008705	-0.009769
fetal_intestine_large	80	0.176503	0.029448	0.179137	0.175132	0.201801	0.206228	0.116142	0.206608	0.207981	0.193368	0.198133	0.193788	0.215856	0.214245	0.212984	0.211254	0.183983	0.213658	0.231387	0.244663	-0.005314	-0.005207	0.000859	0.003112	-0.008353	0.013521	-0.000936	-0.005211	-0.00877
fetal_intestine_large	90	0.180774	0.032153	0.191882	0.161983	0.191339	0.18793	0.122909	0.188652	0.181372	0.205224	0.187254	0.15781	0.210263	0.193666	0.208329	0.207795	0.197676	0.218098	0.225442	0.21231	-0.011742	-0.007386	7e-06	0.004273	-0.00185	0.016553	-0.003307	-0.012495	-0.007241
fetal_intestine_large	100	0.187604	0.034541	0.182227	0.160465	0.189617	0.183391	0.118046	0.183689	0.171518	0.178565	0.182252	0.186188	0.209819	0.205523	0.201985	0.189264	0.205942	0.21607	0.237597	0.233461	-0.009161	-0.002375	0.003839	0.007752	-0.000932	0.019182	-0.003753	-0.003297	-0.00862

fetal_intestine_small	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_intestine_small	10	0.164566	0.027317	0.293878	0.144614	0.270571	0.250066	0.288299	0.294163	0.279423	0.269086	0.255781	0.281303	0.292104	0.275701	0.259016	0.284998	0.274922	0.28934	0.292894	0.278846	-0.082713	-0.095485	-0.044687	-0.077262	-0.106385	-0.075193	-0.105795	-0.141594	-0.0922
fetal_intestine_small	20	0.230536	0.017907	0.274757	0.163896	0.274187	0.246142	0.267391	0.285778	0.279668	0.273651	0.274412	0.254191	0.280075	0.275567	0.273997	0.276158	0.279157	0.27897	0.272741	0.283595	-0.009202	-0.04265	0.007343	-0.038723	-0.030811	-0.008073	-0.033124	-0.03581	-0.039561
fetal_intestine_small	30	0.234031	0.025541	0.256807	0.183311	0.266801	0.255956	0.259385	0.266671	0.270253	0.254314	0.264208	0.266346	0.27733	0.256031	0.269982	0.254127	0.257935	0.280633	0.277961	0.2747	0.014253	-0.029295	0.01937	-0.033794	-0.014287	0.008842	-0.026432	-0.016122	-0.017911
fetal_intestine_small	40	0.225909	0.032657	0.24749	0.171059	0.255701	0.235654	0.251883	0.25279	0.257706	0.244691	0.243274	0.241244	0.25734	0.259463	0.249018	0.265119	0.246281	0.276489	0.26954	0.272228	0.011807	-0.025233	0.017077	-0.025964	-0.006543	0.018893	-0.008962	-0.030502	-0.02731
fetal_intestine_small	50	0.226697	0.035216	0.236299	0.196673	0.243835	0.241347	0.243144	0.240565	0.249478	0.233457	0.237111	0.217638	0.248144	0.248573	0.25177	0.233973	0.247155	0.270058	0.26885	0.280881	0.011167	-0.010038	0.024421	-0.01338	0.004538	0.017288	-0.010829	-0.028634	-0.011136
fetal_intestine_small	60	0.22071	0.0312	0.245377	0.11592	0.229464	0.234951	0.22979	0.233395	0.240899	0.23005	0.236671	0.208803	0.237615	0.241452	0.230847	0.235817	0.233699	0.269045	0.255537	0.260144	0.019096	-0.00862	0.022355	-0.013781	0.008441	0.020785	0.004025	-0.015418	-0.006439
fetal_intestine_small	70	0.205794	0.035604	0.221677	0.092893	0.223748	0.222873	0.217206	0.225653	0.221044	0.221518	0.234294	0.222817	0.227784	0.235087	0.230187	0.239243	0.247368	0.25219	0.250339	0.267217	0.018012	-0.004391	0.025382	-0.009214	0.002313	0.024505	-0.002988	-0.000754	-0.007844
fetal_intestine_small	80	0.210756	0.032842	0.212972	0.156342	0.209514	0.212141	0.233215	0.234438	0.217769	0.216704	0.206901	0.179589	0.232899	0.208133	0.220489	0.23264	0.211312	0.246635	0.253831	0.255489	0.016766	-0.00441	0.023589	-0.004021	0.004657	0.025248	-0.002893	-0.008189	-0.00143
fetal_intestine_small	90	0.202537	0.033407	0.208094	0.114099	0.204869	0.199455	0.134259	0.218072	0.199564	0.206326	0.211552	0.198655	0.225342	0.211923	0.22057	0.203896	0.22989	0.231563	0.236867	0.228909	0.016789	0.00065	0.024992	-0.004944	0.006927	0.021165	0.005585	-0.006215	-0.002909
fetal_intestine_small	100	0.194676	0.040214	0.2066	0.095266	0.196489	0.21137	0.185431	0.209048	0.20217	0.207833	0.219259	0.175174	0.208696	0.227898	0.217279	0.213271	0.21729	0.22168	0.24473	0.25098	0.020747	-0.001791	0.02795	-0.004352	0.004842	0.025159	0.003054	-0.001389	0.000923

fetal_kidney	cluster_num	spectral_clustering	spectral_clustering_with_dsd	node2vec_64d_p1_q1	node2vec_64d_p1_q0.5	node2vec_64d_p1_q2	node2vec_64d_p0.5_q1	node2vec_64d_p2_q1	node2vec_128d_p1_q1	node2vec_128d_p1_q0.5	node2vec_128d_p1_q2	node2vec_128d_p0.5_q1	node2vec_128d_p2_q1	node2vec_256d_p1_q1	node2vec_256d_p1_q0.5	node2vec_256d_p1_q2	node2vec_256d_p0.5_q1	node2vec_256d_p2_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
fetal_kidney	10	0.109234	0.01509	0.217905	0.223542	0.218319	0.190491	0.078538	0.198378	0.206202	0.203388	0.20265	0.13414	0.209592	0.041109	0.201181	0.06488	0.16191	0.229482	0.219062	0.219812	-0.119395	-0.159294	-0.106868	-0.159269	-0.13592	-0.126867	-0.100434	-0.186979	-0.180621
fetal_kidney	20	0.159001	0.008418	0.198473	0.204811	0.219517	0.141293	0.15817	0.213853	0.221597	0.201738	0.189956	0.213858	0.203354	0.129293	0.198625	0.083032	0.062014	0.235025	0.227929	0.209702	-0.058306	-0.06299	-0.059209	-0.061826	-0.055981	-0.059234	-0.05519	-0.071581	-0.103689
fetal_kidney	30	0.154201	0.001123	0.197468	0.169546	0.209332	0.179377	0.159358	0.208734	0.197221	0.191027	0.201564	0.200379	0.212838	0.119171	0.187564	0.109846	0.070676	0.23159	0.221977	0.216467	-0.032012	-0.036049	-0.039394	-0.037014	-0.038438	-0.036569	-0.033618	-0.066264	-0.043775
